customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST24261,53,M,Metropolitan,404071,277372,1279239,3.17,1,12,47,2,77133,108326,890589,14,stable
CUST24262,59,M,Metropolitan,273818,218667,1316170,4.81,5,89,28,5,74605,345728,80239,20,decrease
CUST24263,63,M,Urban,43384,25828,50209,1.16,4,71,44,2,9528,48199,384903,31,stable
CUST24264,43,M,Semi-Urban,247520,106145,1160106,4.69,6,66,28,1,8612,279085,97066,30,stable
CUST24265,36,M,Urban,157605,29758,479285,3.04,1,76,59,5,79602,20702,213359,6,decrease
CUST24266,29,M,Metropolitan,254333,35731,750495,2.95,6,96,47,3,32557,214941,974303,35,decrease
CUST24267,36,M,Metropolitan,391067,35625,246704,0.63,6,55,42,1,49587,300970,190417,18,stable
CUST24268,20,F,Rural,54143,24394,119461,2.21,1,43,32,5,51863,80497,831949,28,decrease
CUST24269,32,M,Semi-Urban,151916,41644,440558,2.9,3,26,7,2,44278,346077,904044,31,stable
CUST24270,22,F,Urban,211811,141256,993174,4.69,2,88,23,0,79477,311003,49371,6,stable
CUST24271,40,F,Urban,103571,42205,481433,4.65,1,40,4,5,82646,163243,461337,0,stable
CUST24272,21,M,Metropolitan,330035,64258,350442,1.06,4,0,18,3,22231,241785,488586,16,decrease
CUST24273,52,M,Semi-Urban,215441,152318,615501,2.86,3,1,41,2,20084,12387,177815,1,stable
CUST24274,42,F,Rural,7623,837,11957,1.57,6,87,8,5,26982,462824,350232,3,increase
CUST24275,29,M,Metropolitan,77464,12297,280642,3.62,6,72,50,4,98812,371430,571008,27,decrease
CUST24276,34,M,Rural,191974,135419,743651,3.87,3,46,14,0,34976,126851,996501,6,stable
CUST24277,45,F,Semi-Urban,32724,6810,138405,4.23,6,72,56,5,58937,333294,570151,32,decrease
CUST24278,35,M,Urban,213119,84774,204963,0.96,4,26,10,1,26673,96799,565055,27,stable
CUST24279,28,F,Rural,120971,45652,284695,2.35,4,61,9,1,34121,349248,732134,30,stable
CUST24280,46,M,Metropolitan,483489,300915,41668,0.09,2,89,51,3,95277,39330,872048,18,stable
CUST24281,37,M,Metropolitan,89612,52234,211288,2.36,4,59,49,0,21551,452461,286313,7,stable
CUST24282,44,M,Metropolitan,420649,233009,1326113,3.15,3,72,28,0,81832,443026,184314,1,stable
CUST24283,32,F,Rural,77818,13827,227262,2.92,2,90,53,4,85364,405614,60493,0,decrease
CUST24284,51,M,Metropolitan,257578,160265,942480,3.66,3,6,30,4,83339,20286,87139,3,decrease
CUST24285,27,M,Metropolitan,358488,85973,1391400,3.88,3,87,42,5,81797,445089,625763,31,decrease
CUST24286,50,F,Metropolitan,290320,162437,265137,0.91,5,85,8,3,12023,496422,243676,11,stable
CUST24287,47,M,Rural,135377,17384,339505,2.51,6,78,47,0,54851,86320,984535,27,stable
CUST24288,51,M,Metropolitan,340027,196108,1311405,3.86,3,73,22,0,89755,327880,501822,7,stable
CUST24289,56,F,Semi-Urban,226357,33383,1096304,4.84,6,31,2,5,52211,44621,98043,30,stable
CUST24290,56,M,Semi-Urban,157040,2454,136388,0.87,4,23,43,2,68889,375039,94373,18,stable
CUST24291,46,F,Semi-Urban,120819,24108,50775,0.42,6,10,20,2,63155,67970,311159,7,stable
CUST24292,56,M,Urban,108347,61610,357578,3.3,4,11,50,0,82804,232230,770875,0,stable
CUST24293,23,M,Semi-Urban,167236,102042,750290,4.49,1,87,52,4,9769,185315,869452,4,decrease
CUST24294,36,M,Urban,199495,101319,786304,3.94,4,56,14,3,66503,219543,638818,6,stable
CUST24295,37,F,Semi-Urban,139003,20745,66633,0.48,6,20,40,1,75800,247883,626075,30,stable
CUST24296,56,F,Semi-Urban,41642,28726,129117,3.1,4,59,27,4,67628,406446,416686,17,decrease
CUST24297,26,M,Semi-Urban,38592,22092,60287,1.56,1,22,26,1,1006,194517,317076,2,stable
CUST24298,45,M,Metropolitan,192527,119911,890325,4.62,2,83,19,1,18703,288856,452573,4,stable
CUST24299,35,F,Semi-Urban,182400,36140,87386,0.48,2,34,3,2,60968,208335,819617,0,stable
CUST24300,43,M,Urban,322159,63293,733853,2.28,1,47,10,0,56247,365850,94011,36,stable
CUST24301,64,M,Urban,87420,10979,27482,0.31,6,84,39,0,83438,438310,798261,16,increase
CUST24302,29,M,Metropolitan,178777,85006,657460,3.68,3,34,22,1,11712,173640,483085,11,stable
CUST24303,43,M,Rural,168673,52037,643507,3.82,5,42,2,5,78960,105482,903251,6,stable
CUST24304,25,M,Semi-Urban,74200,54806,263061,3.55,1,52,46,0,37633,376759,176794,17,stable
CUST24305,51,M,Metropolitan,223880,39084,828316,3.7,5,63,25,3,75030,228668,743085,24,decrease
CUST24306,37,M,Semi-Urban,207173,128007,514133,2.48,3,36,48,5,86519,120885,329905,10,decrease
CUST24307,48,M,Metropolitan,103686,77355,249386,2.41,6,35,15,0,8323,62745,914173,11,stable
CUST24308,51,M,Urban,166789,54534,775441,4.65,2,44,48,2,81088,404426,677373,25,stable
CUST24309,36,F,Semi-Urban,242982,22152,769227,3.17,4,46,35,4,8441,225231,56051,5,decrease
CUST24310,25,F,Semi-Urban,191805,73138,508621,2.65,5,89,9,2,32599,139588,737486,15,stable
CUST24311,53,F,Rural,172121,136643,575416,3.34,1,93,11,3,18418,386386,214310,11,stable
CUST24312,52,F,Rural,53902,28929,205796,3.82,2,71,32,1,34948,440668,655133,12,stable
CUST24313,64,M,Urban,96631,28481,80318,0.83,1,68,41,3,30295,4399,329952,23,decrease
CUST24314,22,F,Metropolitan,21624,15850,81702,3.78,5,47,17,3,318,123393,635430,27,decrease
CUST24315,26,M,Urban,149987,23793,673720,4.49,3,32,16,2,19381,81465,613154,20,stable
CUST24316,47,F,Rural,22790,13366,47541,2.09,5,98,56,2,3813,339572,410506,18,stable
CUST24317,19,M,Semi-Urban,137794,59329,258734,1.88,6,23,29,2,43928,182568,819587,14,stable
CUST24318,20,F,Urban,229773,70417,1106886,4.82,6,96,45,3,61383,126816,427518,3,decrease
CUST24319,41,F,Urban,30874,11281,41986,1.36,3,60,37,4,63470,436788,189564,19,decrease
CUST24320,62,M,Urban,306553,63378,361663,1.18,1,93,60,0,78517,416389,459252,33,increase
CUST24321,60,M,Urban,276827,205684,806237,2.91,4,41,7,2,25876,297314,402866,9,stable
CUST24322,55,M,Rural,13193,5650,61118,4.63,3,18,4,4,80444,336642,808445,8,stable
CUST24323,37,M,Metropolitan,29846,4714,894,0.03,1,51,10,3,39760,21934,402804,24,stable
CUST24324,27,M,Metropolitan,248691,41445,1173004,4.72,1,77,47,2,1042,209296,485014,5,stable
CUST24325,49,F,Semi-Urban,45693,33774,190660,4.17,5,98,35,0,59305,465907,607493,7,stable
CUST24326,30,M,Metropolitan,46237,14718,164480,3.56,5,67,55,1,52325,461751,216287,21,stable
CUST24327,38,F,Metropolitan,423798,37155,1876415,4.43,4,29,54,0,6906,129389,104411,27,stable
CUST24328,32,F,Metropolitan,104448,5428,316355,3.03,4,100,29,2,87191,270384,10084,29,increase
CUST24329,37,F,Semi-Urban,172378,135555,565901,3.28,1,95,27,0,78135,401581,594251,8,stable
CUST24330,16,F,Rural,15027,457,28627,1.9,3,86,36,0,20094,113581,833155,9,increase
CUST24331,59,M,Metropolitan,445674,78327,546335,1.23,5,50,47,4,20393,271867,904941,28,decrease
CUST24332,25,F,Semi-Urban,206595,40979,284457,1.38,6,89,31,1,48153,416395,724085,22,increase
CUST24333,32,M,Urban,80891,470,46086,0.57,3,38,29,5,72866,419573,451420,0,stable
CUST24334,26,F,Urban,99315,71291,231660,2.33,3,57,12,3,6294,249351,273111,2,stable
CUST24335,40,M,Semi-Urban,184381,41309,139551,0.76,5,17,19,4,21846,249331,884839,3,stable
CUST24336,58,M,Urban,81700,41953,209740,2.57,2,26,46,5,62608,227583,359576,8,decrease
CUST24337,24,F,Semi-Urban,16217,10232,42411,2.62,3,29,42,0,74711,21533,339939,17,stable
CUST24338,35,M,Semi-Urban,22760,14266,105608,4.64,2,63,58,2,11229,105734,677365,8,stable
CUST24339,54,M,Urban,199377,99787,313746,1.57,5,4,11,3,4700,419318,372570,18,stable
CUST24340,27,M,Semi-Urban,20098,7658,34960,1.74,5,94,16,5,91594,246200,321356,13,decrease
CUST24341,37,M,Rural,26166,3639,9393,0.36,1,47,33,5,67062,448541,987128,5,stable
CUST24342,23,F,Urban,222260,71007,504311,2.27,4,49,19,3,85570,113442,431832,12,decrease
CUST24343,49,M,Rural,82003,35117,242141,2.95,2,38,43,4,88147,237950,954373,32,decrease
CUST24344,31,M,Urban,235932,176733,396622,1.68,1,24,5,5,83466,456765,422133,6,stable
CUST24345,31,M,Rural,50856,3931,36257,0.71,2,17,46,3,45046,227608,120592,35,stable
CUST24346,50,F,Semi-Urban,46520,36647,28917,0.62,5,58,60,5,67478,472373,607573,8,stable
CUST24347,31,M,Rural,93501,45402,190138,2.03,5,61,27,4,58881,136407,104608,16,decrease
CUST24348,48,F,Rural,110657,66297,334616,3.02,3,32,11,2,63534,120334,151100,15,stable
CUST24349,33,F,Urban,205235,8101,54681,0.27,4,81,27,0,59057,284592,449661,0,increase
CUST24350,45,F,Semi-Urban,171154,20190,53270,0.31,4,16,10,4,34690,81782,563094,0,stable
CUST24351,49,F,Semi-Urban,80291,48176,385635,4.8,6,52,34,4,76250,429611,54065,30,decrease
CUST24352,46,M,Metropolitan,124977,28636,600767,4.81,3,57,15,5,48506,405698,341684,20,stable
CUST24353,18,M,Semi-Urban,137382,72173,161894,1.18,6,65,0,4,84134,272609,707506,9,stable
CUST24354,29,F,Rural,130710,49045,120631,0.92,6,68,47,0,68907,240963,300639,2,stable
CUST24355,21,M,Metropolitan,354580,132129,362144,1.02,5,8,49,3,33385,422226,407430,20,decrease
CUST24356,56,M,Semi-Urban,139590,74625,261813,1.88,1,87,22,3,9228,432886,358339,25,decrease
CUST24357,50,M,Metropolitan,403607,41163,1788313,4.43,2,40,5,4,89733,72773,96206,27,stable
CUST24358,48,M,Semi-Urban,102851,50513,496054,4.82,5,74,16,1,64999,247345,348474,10,stable
CUST24359,51,M,Metropolitan,205218,115630,543549,2.65,3,83,23,5,60491,165935,555307,7,decrease
CUST24360,55,M,Metropolitan,393967,310302,698084,1.77,6,21,27,3,5941,116721,732078,24,decrease
CUST24361,55,F,Semi-Urban,171523,63322,725602,4.23,2,96,55,5,62172,19420,929021,34,decrease
CUST24362,33,F,Rural,48312,37248,139918,2.9,1,32,46,2,47183,356620,19196,28,stable
CUST24363,34,M,Rural,53777,40113,210160,3.91,5,85,22,1,14368,48348,84267,18,stable
CUST24364,43,M,Urban,396733,71381,106111,0.27,3,12,39,4,16321,97130,307090,9,stable
CUST24365,28,M,Semi-Urban,144188,53350,88009,0.61,5,76,21,1,91027,110142,527957,20,stable
CUST24366,24,M,Metropolitan,114075,76273,196011,1.72,3,75,56,5,79984,198509,636848,5,decrease
CUST24367,25,M,Metropolitan,330880,65476,937275,2.83,3,51,5,3,9153,200294,122049,36,stable
CUST24368,49,M,Semi-Urban,48039,723,106715,2.22,6,74,34,4,34406,102239,170992,22,decrease
CUST24369,33,M,Urban,283967,53367,563850,1.99,4,83,54,3,763,306417,643555,24,decrease
CUST24370,45,M,Urban,137957,85358,530161,3.84,2,40,43,1,8142,378844,272310,10,stable
CUST24371,39,M,Urban,272825,41498,195169,0.72,6,95,6,2,52392,237979,52348,19,increase
CUST24372,47,M,Rural,159495,123496,360341,2.26,3,10,21,0,29303,75009,696467,16,stable
CUST24373,57,F,Rural,80082,13198,136262,1.7,4,12,17,1,5648,93731,681863,9,stable
CUST24374,22,M,Rural,135596,32338,476746,3.52,3,25,38,4,22124,219645,975058,5,decrease
CUST24375,29,F,Rural,101597,33468,465232,4.58,3,23,2,3,39077,481831,99943,23,stable
CUST24376,32,M,Urban,120758,84764,204648,1.69,5,71,7,0,97428,286703,803822,33,stable
CUST24377,47,F,Semi-Urban,130680,174,381153,2.92,6,57,49,0,47745,99379,193638,36,stable
CUST24378,23,M,Rural,155232,32904,536249,3.45,1,96,11,0,8433,40867,781048,21,increase
CUST24379,49,F,Metropolitan,145509,24675,590284,4.06,5,81,34,5,97621,111370,32815,5,decrease
CUST24380,44,M,Urban,106566,60707,45058,0.42,6,77,8,3,46068,489488,562436,0,stable
CUST24381,54,M,Urban,332663,126336,1166860,3.51,2,67,23,0,79735,123420,71679,19,stable
CUST24382,31,F,Metropolitan,315750,196309,615563,1.95,4,64,25,5,22538,382633,647777,36,decrease
CUST24383,59,M,Semi-Urban,36126,28730,124430,3.44,2,54,20,3,3985,256578,205862,11,decrease
CUST24384,47,M,Urban,367269,198007,585552,1.59,4,17,13,4,53910,108163,414963,23,stable
CUST24385,64,M,Urban,10412,5713,15849,1.52,3,93,11,2,46798,307928,458234,32,stable
CUST24386,50,M,Metropolitan,245145,101813,966957,3.94,3,16,0,2,76151,243591,438979,35,stable
CUST24387,29,M,Metropolitan,167181,46060,448007,2.68,1,87,28,0,88585,229193,799158,22,increase
CUST24388,30,F,Urban,253828,9697,946587,3.73,2,88,59,4,60367,463730,713964,21,decrease
CUST24389,32,F,Rural,164779,107018,273654,1.66,2,33,44,5,50850,49276,338434,32,decrease
CUST24390,26,M,Urban,11101,5971,42498,3.83,6,41,35,5,38392,83835,561795,9,decrease
CUST24391,32,M,Metropolitan,362641,56913,371470,1.02,6,44,29,4,56210,275934,922727,19,decrease
CUST24392,23,F,Rural,151422,25343,358424,2.37,4,62,53,5,25582,53159,775422,28,decrease
CUST24393,39,M,Semi-Urban,63267,7242,216984,3.43,4,96,59,0,99914,31137,488371,20,increase
CUST24394,31,M,Semi-Urban,29010,278,91995,3.17,2,9,53,0,80846,264053,947987,36,stable
CUST24395,33,F,Metropolitan,81782,57078,60472,0.74,6,100,16,0,51249,11691,79618,4,stable
CUST24396,41,M,Semi-Urban,247444,144380,1155319,4.67,2,32,51,1,85559,242705,411795,4,stable
CUST24397,53,M,Rural,57560,43423,154990,2.69,2,24,42,5,66249,15649,672979,23,decrease
CUST24398,20,M,Rural,19713,9749,51862,2.63,4,88,32,1,35847,116752,378226,31,stable
CUST24399,54,M,Semi-Urban,145354,99691,306137,2.11,1,19,0,3,50368,303376,607222,23,stable
CUST24400,34,F,Rural,20877,15747,68908,3.3,2,84,33,2,2356,270028,65456,31,stable
CUST24401,59,M,Metropolitan,365108,164641,421836,1.16,2,84,9,5,19012,390266,111453,16,stable
CUST24402,55,M,Metropolitan,208869,96848,784780,3.76,6,20,44,3,14675,230116,106478,13,decrease
CUST24403,16,M,Rural,85360,10643,353536,4.14,3,91,50,4,72424,417988,327250,1,decrease
CUST24404,47,F,Rural,72132,56368,151549,2.1,3,58,55,4,68926,460213,839707,19,decrease
CUST24405,37,M,Urban,96193,63209,68664,0.71,4,94,33,5,63100,7665,440929,13,stable
CUST24406,58,F,Semi-Urban,90926,71007,304033,3.34,5,69,60,4,58581,41973,64303,27,decrease
CUST24407,50,M,Semi-Urban,199396,40124,854272,4.28,2,49,51,1,31091,41213,323479,22,stable
CUST24408,21,M,Urban,294717,3732,1460485,4.96,3,94,22,0,59585,298056,610988,26,increase
CUST24409,23,F,Rural,128027,16183,625786,4.89,2,35,60,3,44596,436809,57108,3,decrease
CUST24410,36,M,Metropolitan,474216,178993,578220,1.22,1,41,28,1,5860,95916,604574,32,stable
CUST24411,53,F,Urban,332482,64695,1008023,3.03,3,27,49,3,15474,450099,98407,23,decrease
CUST24412,38,M,Semi-Urban,21854,11203,22674,1.04,6,56,44,3,96059,206362,534676,17,decrease
CUST24413,38,M,Metropolitan,174324,87657,110184,0.63,4,62,42,0,24713,20836,228644,6,stable
CUST24414,22,F,Urban,57452,3828,75823,1.32,5,28,21,1,7997,193703,807904,19,stable
CUST24415,54,M,Metropolitan,429077,33672,449388,1.05,2,70,38,3,82837,29058,431985,25,decrease
CUST24416,37,F,Semi-Urban,200306,7504,597780,2.98,6,68,36,2,32931,9851,588041,1,stable
CUST24417,43,M,Semi-Urban,24615,4539,94550,3.84,2,92,59,5,37042,108172,640621,30,decrease
CUST24418,55,F,Rural,95330,25579,283066,2.97,2,15,17,2,32929,499617,518424,12,stable
CUST24419,40,F,Semi-Urban,217058,92067,31992,0.15,2,44,22,3,80433,61441,959386,0,stable
CUST24420,47,F,Rural,191067,104405,868118,4.54,3,26,46,2,30215,83703,32530,4,stable
CUST24421,40,M,Semi-Urban,73116,17355,327458,4.48,4,11,22,4,86802,198472,375475,17,decrease
CUST24422,34,F,Semi-Urban,195194,90416,952895,4.88,4,19,56,5,18021,495813,661559,21,decrease
CUST24423,53,M,Urban,335552,47400,1361968,4.06,3,60,49,2,41182,472453,916296,30,stable
CUST24424,50,M,Metropolitan,270997,185084,1328849,4.9,4,61,54,5,24178,481346,57602,12,decrease
CUST24425,38,M,Urban,59761,44492,246919,4.13,6,57,46,4,34972,337112,469275,20,decrease
CUST24426,29,F,Metropolitan,361171,246877,1364572,3.78,1,71,40,0,60153,435040,621578,5,stable
CUST24427,19,M,Semi-Urban,102057,39961,90532,0.89,6,7,26,3,32399,460467,912724,33,decrease
CUST24428,54,M,Rural,189537,111388,548018,2.89,1,55,35,3,83275,111057,790958,16,decrease
CUST24429,38,M,Metropolitan,171029,104129,25514,0.15,4,11,16,5,73363,434694,292115,10,stable
CUST24430,53,M,Urban,285321,217644,87992,0.31,5,23,58,1,44618,104830,948878,7,stable
CUST24431,37,F,Urban,318356,211861,182007,0.57,1,95,4,0,29426,132851,702200,28,stable
CUST24432,37,F,Semi-Urban,238618,184292,1090517,4.57,5,13,24,3,20534,230180,381564,28,decrease
CUST24433,55,F,Rural,39017,12,193379,4.96,4,12,31,3,44541,354958,452364,31,decrease
CUST24434,52,M,Rural,151970,57541,202100,1.33,5,9,1,4,45003,366921,709767,12,stable
CUST24435,31,F,Semi-Urban,63371,18745,225892,3.56,3,21,35,5,8325,104954,978195,2,decrease
CUST24436,49,F,Metropolitan,498626,324926,1948909,3.91,2,56,40,5,37839,194686,703561,18,decrease
CUST24437,45,M,Metropolitan,328984,48826,433942,1.32,6,33,42,1,27472,200877,15836,8,stable
CUST24438,39,M,Rural,69639,50967,99282,1.43,4,76,11,3,82651,190272,389936,13,stable
CUST24439,39,M,Urban,52761,40764,76963,1.46,3,68,41,3,5113,143110,333828,20,decrease
CUST24440,19,M,Semi-Urban,115548,42080,88607,0.77,4,11,15,0,29997,301705,663228,10,stable
CUST24441,15,M,Rural,28056,4424,100169,3.57,5,75,16,4,29941,419414,543616,28,decrease
CUST24442,54,F,Metropolitan,146546,61506,110989,0.76,6,86,18,1,30931,273224,567066,4,stable
CUST24443,33,F,Urban,45239,10719,944,0.02,4,9,58,3,24580,203396,204402,6,stable
CUST24444,62,F,Urban,103871,1888,515816,4.97,5,72,54,4,26211,116652,383508,5,decrease
CUST24445,49,M,Semi-Urban,66409,27509,88024,1.33,2,88,31,0,69252,418404,401033,19,stable
CUST24446,60,F,Urban,393792,196018,1524995,3.87,5,27,51,3,21207,29607,620438,1,decrease
CUST24447,52,M,Metropolitan,271970,157265,1010574,3.72,4,85,2,0,66309,120563,363679,18,stable
CUST24448,58,M,Metropolitan,395675,174085,1646719,4.16,6,5,52,1,93163,434748,193398,36,stable
CUST24449,47,F,Semi-Urban,248936,147443,15289,0.06,1,29,31,2,9037,306596,746329,32,stable
CUST24450,21,M,Urban,197502,46843,595432,3.01,5,24,8,1,81833,9284,539853,7,stable
CUST24451,53,F,Urban,286779,207185,109020,0.38,3,43,4,4,40722,420409,433622,22,stable
CUST24452,29,M,Metropolitan,56018,21694,250257,4.47,6,58,43,1,70134,96987,313085,20,stable
CUST24453,54,M,Semi-Urban,143890,31907,58345,0.41,1,7,33,3,61171,472190,693580,15,stable
CUST24454,36,M,Semi-Urban,31434,7990,4094,0.13,4,36,46,4,7702,5901,382501,2,stable
CUST24455,51,M,Metropolitan,86113,50891,158753,1.84,1,25,15,5,32006,75965,781860,29,stable
CUST24456,29,M,Urban,162533,45029,312108,1.92,5,44,35,4,94994,193099,316519,36,decrease
CUST24457,50,M,Metropolitan,225427,143645,201411,0.89,1,46,32,0,92092,488575,675264,1,stable
CUST24458,45,F,Rural,72438,52811,271879,3.75,4,72,37,3,89585,208883,713706,31,decrease
CUST24459,56,M,Rural,57421,5935,179648,3.13,4,72,55,0,78539,53544,245670,31,stable
CUST24460,46,F,Rural,70984,44160,251975,3.55,1,51,42,4,18819,222534,771296,20,decrease
CUST24461,46,F,Semi-Urban,195098,150153,456847,2.34,2,69,16,4,75928,298221,611240,18,decrease
CUST24462,55,F,Semi-Urban,87422,15304,339065,3.88,2,90,11,4,74467,59876,444795,5,increase
CUST24463,31,F,Urban,200221,51948,705355,3.52,1,22,29,5,82033,425558,201386,20,decrease
CUST24464,34,M,Metropolitan,356254,56107,1721586,4.83,3,53,37,2,49475,499370,452895,23,stable
CUST24465,48,M,Urban,141198,77533,311292,2.2,3,20,27,0,7126,451396,822333,26,stable
CUST24466,32,F,Semi-Urban,89100,24986,3990,0.04,5,61,30,5,98743,244683,747382,30,stable
CUST24467,44,M,Urban,88350,16674,205344,2.32,4,51,5,0,37446,426037,586223,20,stable
CUST24468,42,F,Metropolitan,288473,47205,1329824,4.61,3,3,19,3,15894,228132,535619,29,decrease
CUST24469,29,M,Rural,20472,594,55631,2.72,4,72,29,4,64969,430961,81156,13,decrease
CUST24470,50,F,Rural,94037,71289,442127,4.7,4,54,15,5,95036,337656,909526,32,stable
CUST24471,29,F,Urban,74258,15841,15268,0.21,3,40,55,1,3928,64396,821475,17,stable
CUST24472,60,M,Urban,381004,13620,1167898,3.07,2,48,7,2,65818,414159,335880,35,stable
CUST24473,51,M,Semi-Urban,163025,87744,107477,0.66,6,92,17,3,9787,193263,708622,33,stable
CUST24474,27,M,Rural,38954,22873,109082,2.8,1,26,9,1,51392,66435,646616,17,stable
CUST24475,23,M,Metropolitan,161894,69777,188198,1.16,1,2,56,3,50144,355083,803091,29,decrease
CUST24476,40,M,Metropolitan,208370,110893,1013366,4.86,3,12,29,1,1695,137978,730326,28,stable
CUST24477,63,M,Urban,134103,28516,510405,3.81,5,99,50,1,69237,350774,756186,30,increase
CUST24478,56,M,Metropolitan,304497,234445,1441183,4.73,1,28,53,5,87371,28367,385164,36,decrease
CUST24479,21,M,Metropolitan,465898,223751,635372,1.36,1,14,11,4,32077,468921,586991,24,stable
CUST24480,57,M,Metropolitan,124153,96593,553173,4.46,3,8,20,3,27250,63874,970194,15,decrease
CUST24481,23,M,Urban,382430,293708,1401103,3.66,1,60,33,3,55138,189714,530654,36,decrease
CUST24482,36,F,Rural,19106,6063,74729,3.91,2,58,24,5,48225,250362,421872,31,decrease
CUST24483,19,M,Rural,119279,47867,317300,2.66,2,67,22,4,23842,80746,586537,14,decrease
CUST24484,23,M,Urban,274601,174367,1166093,4.25,3,32,0,1,85732,230205,300298,3,stable
CUST24485,56,M,Metropolitan,357228,260793,933747,2.61,3,41,53,5,13056,109534,643704,27,decrease
CUST24486,40,M,Urban,103382,70768,456640,4.42,3,76,37,0,21137,75239,102327,30,stable
CUST24487,17,M,Rural,32018,5463,44675,1.4,3,76,11,2,60009,177954,473491,18,stable
CUST24488,37,M,Rural,23297,259,54986,2.36,6,0,31,4,90777,391899,761156,23,decrease
CUST24489,18,M,Semi-Urban,157105,88688,783672,4.99,2,92,49,0,14555,26819,948030,7,stable
CUST24490,29,F,Rural,82135,35510,387728,4.72,3,92,59,3,8338,365099,79782,22,decrease
CUST24491,28,M,Semi-Urban,132751,83141,423623,3.19,4,72,34,0,49723,291520,464252,21,stable
CUST24492,22,M,Rural,134558,42249,580981,4.32,6,39,40,2,24922,450953,127231,8,stable
CUST24493,26,M,Rural,25180,11526,74554,2.96,2,91,24,3,77636,212080,573663,2,decrease
CUST24494,28,M,Metropolitan,93041,72635,375667,4.04,5,31,15,3,93840,161840,576480,1,stable
CUST24495,26,F,Metropolitan,225557,47809,988534,4.38,5,52,54,3,76106,84083,766255,4,decrease
CUST24496,57,M,Rural,99005,77619,187632,1.9,5,15,25,1,70820,340070,658730,14,stable
CUST24497,36,M,Semi-Urban,157682,84853,725352,4.6,5,88,30,3,1577,418430,134217,30,decrease
CUST24498,58,M,Urban,365288,233849,181949,0.5,5,85,38,2,60642,303490,858067,13,stable
CUST24499,27,F,Urban,136661,52788,13226,0.1,6,20,10,1,63824,113399,153600,24,stable
CUST24500,27,M,Semi-Urban,229560,71921,30193,0.13,2,16,11,1,94585,306924,496964,19,stable
CUST24501,59,F,Urban,261715,52342,368492,1.41,4,62,39,4,25422,193468,530199,34,decrease
CUST24502,39,M,Urban,295025,118201,203422,0.69,5,70,25,3,55681,27284,776412,7,stable
CUST24503,56,M,Urban,133467,42058,263136,1.97,3,62,59,1,30726,478935,902317,19,stable
CUST24504,30,M,Metropolitan,266015,62045,961940,3.62,4,75,45,4,29524,97393,193470,3,decrease
CUST24505,44,M,Semi-Urban,238303,115060,833816,3.5,2,7,15,5,70153,148720,915242,4,stable
CUST24506,21,F,Metropolitan,197313,25159,538851,2.73,5,68,57,2,22625,27595,838303,10,stable
CUST24507,32,M,Metropolitan,235664,32119,1022495,4.34,3,15,13,3,72929,494507,942016,23,stable
CUST24508,40,M,Rural,11052,7432,11215,1.01,5,34,47,1,14738,288765,599606,34,stable
CUST24509,57,M,Semi-Urban,235065,35544,977256,4.16,6,4,60,2,74906,305822,635778,21,stable
CUST24510,44,F,Urban,180756,35894,196835,1.09,4,24,29,3,45454,376379,288589,0,decrease
CUST24511,25,M,Semi-Urban,32286,17817,153340,4.75,1,33,49,1,32107,286039,974136,8,stable
CUST24512,43,M,Metropolitan,230503,44695,680623,2.95,5,71,55,2,14834,209177,699916,28,stable
CUST24513,20,F,Rural,102003,38608,501110,4.91,5,83,47,0,71513,180282,239867,18,stable
CUST24514,38,F,Rural,118272,53776,112740,0.95,3,24,19,4,85895,430526,71717,11,decrease
CUST24515,35,F,Metropolitan,63587,36904,9073,0.14,3,77,51,4,13043,365684,310461,31,stable
CUST24516,38,M,Semi-Urban,182094,61237,702040,3.86,5,7,30,4,43127,361666,485218,0,decrease
CUST24517,44,M,Semi-Urban,16572,1780,52878,3.19,4,21,36,1,99804,89114,447355,21,stable
CUST24518,53,M,Semi-Urban,90744,35255,102171,1.13,1,71,18,1,22388,497657,273815,23,stable
CUST24519,53,M,Metropolitan,145958,11628,472941,3.24,4,55,12,0,49307,188319,81760,12,stable
CUST24520,35,M,Urban,212008,110987,328470,1.55,2,12,57,5,57543,408177,52677,4,decrease
CUST24521,44,M,Semi-Urban,130840,102144,470523,3.6,6,53,19,4,95770,169649,377681,7,decrease
CUST24522,33,F,Rural,7907,3229,35556,4.5,5,13,5,2,57906,44696,854222,17,stable
CUST24523,23,F,Metropolitan,84128,12340,36933,0.44,3,75,44,2,75185,453805,272211,13,stable
CUST24524,38,M,Semi-Urban,103513,75908,495800,4.79,6,89,45,1,92793,167408,712568,18,stable
CUST24525,40,F,Semi-Urban,174352,73428,299296,1.72,6,74,34,3,81774,218344,264114,6,decrease
CUST24526,43,M,Semi-Urban,53213,25142,180368,3.39,2,47,38,2,73426,444381,453968,21,stable
CUST24527,25,F,Metropolitan,278389,85752,198465,0.71,5,47,51,1,34524,454651,431326,9,stable
CUST24528,39,M,Urban,197677,10596,343520,1.74,2,23,45,3,94598,95001,981167,28,decrease
CUST24529,57,F,Semi-Urban,32343,13282,37955,1.17,4,71,20,2,90664,2956,143546,4,stable
CUST24530,29,F,Semi-Urban,214602,98341,1010072,4.71,3,41,2,3,6898,430309,83363,0,stable
